Title	Reading time (min)	Author	Last Name	Name	Country	Genre	Birth Year	Death Year	Linked Authors	Categories
¿Recuerdas?	2.47	Rafael	Barrett	Barrett, Rafael	Unknown	Romanticism	1876.0	1910.0	Augusto Roa Bastos,Jorge Luis Borges	Anarquistas de Cantabria,Anarquistas de Espana del siglo XX,Anarquistas de Paraguay,Cuentistas de Paraguay,Cántabros del siglo XIX,Cántabros del siglo XX,Ensayistas de Paraguay,Escritores de Cantabria,Escritores en espanol del siglo XIX,Escritores en espanol del siglo XX,Fallecidos en 1910,Fallecidos en Nueva Aquitania,Hombres,Nacidos en 1876,Nacidos en Torrelavega,Periodistas de Cantabria,Periodistas de Paraguay,Políticos de Cantabria,Políticos de Paraguay
Ratón de campo y ratón de ciudad	2.265	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
La foto	1.005	Enrique	Anderson Imbert	Anderson Imbert, Enrique	Argentina	Unknown	1910.0	2000.0	Unknown	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en espanol del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar
Fray Baltasar	3.75	Manuel	Romero de Terreros	Romero de Terreros, Manuel	Mexico	Historical	1880.0	1968.0	Unknown	Caballeros de la Orden de Malta,Caballeros de la Orden del Santo Sepulcro de Jerusalén,Escritores de la Ciudad de México,Fallecidos en 1968,Fallecidos en Ciudad de México,Historiadores de México,Hombres,Miembros de la Academia Mexicana de la Historia,Miembros de la Academia Mexicana de la Lengua,Nacidos en 1880,Nacidos en Ciudad de México
La Bella y la Bestia	6.22	Unknown	Anónimo	Anónimo	Unknown	Unknown	0.0	0.0	Unknown	Unknown
La serpiente de cascabel	5.655	Horacio	Quiroga	Quiroga, Horacio	Uruguay	Unknown	1878.0	1937.0	Alfonsina Storni,Charles Baudelaire,Edgar Allan Poe,Guy de Maupassant,Juana de Ibarbourou,Julio Herrera y Reissig,Leopoldo Lugones,Rubén Darío,Rudyard Kipling	Críticos de cine de Uruguay,Cuentistas de Argentina,Cuentistas de Uruguay,Emigrantes uruguayos hacia Argentina,Escritores de aventuras,Escritores de literatura infantil y juvenil de Uruguay,Escritores de terror de Argentina,Escritores de terror de Uruguay,Escritores en espanol del siglo XX,Escritores que cometieron suicidio,Expatriados uruguayos en Argentina,Fallecidos en 1937,Hombres,Horacio Quiroga,Nacidos en 1878,Nacidos en Salto,Suicidas de Uruguay,Suicidas por envenenamiento,Suicidios en 1937
Agudeza gascona	1.565	Marqués de	Sade	Sade, Marqués de	France	Romanticism	1740.0	1814.0	André Breton,Antonin Artaud,Arthur Rimbaud,Charles Baudelaire,Daniel Defoe,Dante Alighieri,Giovanni Boccaccio,Guillaume Apollinaire,Gustave Flaubert,Jean de La Fontaine,John Milton,Lord Byron,Michel de Montaigne,Miguel de Cervantes,Octavio Paz,Pier Paolo Pasolini	Anticlericales,Antinatalistas,Ateos de Francia,Autores BDSM,Bisexuales de Francia,Criminales de Francia,Críticos de las religiones,Críticos del cristianismo,Dramaturgos de Francia del siglo XVIII,Escritores bisexuales,Escritores de París,Escritores eróticos,Fallecidos en 1814,Filósofos de Francia del siglo XVIII,Hombres,Marqueses de Francia,Marqués de Sade,Nacidos en 1740,Nacidos en París,Novelistas de Francia del siglo XVIII,Personas LGBT de Francia,Personas LGBT del siglo XVIII,Personas de la Revolución francesa,Personas del Primer Imperio Francés,Personas procesadas por leyes antihomosexualidad,Políticos de Francia del siglo XVIII,Prisioneros de la Bastilla,Republicanos de Francia
La advertencia	0.94	Unknown	Anónimo	Anónimo	India	Unknown	0.0	0.0	Unknown	Unknown
El Rayo que cayó dos veces en el mismo sitio	0.165	Augusto	Monterroso	Monterroso, Augusto	Guatemala	Unknown	1921.0	2003.0	Unknown	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en espanol del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia
El ladrón de gatos	2.32	Fredric	Brown	Brown, Fredric	United States	Romanticism	1906.0	1972.0	Philip K. Dick	Escritores de Estados Unidos,Escritores de ciencia ficción de Estados Unidos,Escritores de misterio,Fallecidos en 1972,Ganadores del Premio Edgar a la Mejor primera novela,Hombres,Nacidos en 1906,Nacidos en Cincinnati
Las cabras monteses y el cabrero	0.785	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
El lobo y la cabra	0.385	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
Un yogui al borde del camino	0.885	Unknown	Anónimo	Anónimo	India	Unknown	0.0	0.0	Unknown	Unknown
Dichos de Luder 18	0.195	Julio Ramón	Ribeyro	Ribeyro, Julio Ramón	Peru	Romanticism	1929.0	1994.0	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929
Dichos de Luder -2	0.195	Julio Ramón	Ribeyro	Ribeyro, Julio Ramón	Peru	Romanticism	1929.0	1994.0	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929
Exilio	2.035	Carlos María	Gutiérrez	Gutiérrez, Carlos María	Uruguay	Journalism	1926.0	1991.0	Cintio Vitier,Ernesto Cardenal,Gabriel García Márquez,Idea Vilarino,Jorge Luis Borges,Mario Benedetti,Rodolfo Walsh,Roque Dalton	Caricaturistas de Uruguay,Críticos de cine de Uruguay,Cuentistas de Uruguay,Escritores en espanol del siglo XX,Exiliados uruguayos,Fallecidos en 2001,Fallecidos en Montevideo,Hombres,Nacidos en 1926,Periodistas de Uruguay,Poetas de Uruguay,Premio Casa de las Américas,Prisioneros políticos de Uruguay
El joven cangrejo	2.3	Gianni	Rodari	Rodari, Gianni	Italy	Pedagogical	1920.0	1980.0	Unknown	Alumnado de la Universidad Católica del Sagrado Corazón,Antifascistas de Italia,Ateos de Italia,Comunistas de Italia,Ensayistas de Italia del siglo XX,Escritores de Italia del siglo XX,Escritores de literatura infantil de Italia,Escritores en italiano del siglo XX,Fallecidos en 1980,Fallecidos en Roma,Hombres,Miembros de la resistencia italiana,Nacidos en 1920,Nacidos en Omegna,Narratología,Novelistas de Italia del siglo XX,Pedagogos de Italia,Personas de Piamonte
El león y la espina	0.56	Ambrose	Bierce	Bierce, Ambrose	United States	Romanticism	1842.0	1914.0	Carlos Fuentes,Edgar Allan Poe,Herman Melville,Jack London,Jorge Luis Borges,José María Valverde,Lord Byron,Mark Twain,Nathaniel Hawthorne	Aforistas,Agnósticos de Estados Unidos,Ambrose Bierce,Ateos de Estados Unidos,Cuentistas de Estados Unidos,Editorialistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror de Estados Unidos,Escritores en inglés,Fabulistas,Fallecidos en 1914,Hombres,Nacidos en 1842,Oficiales del Ejército de la Unión,Periodistas de Estados Unidos,Satíricos de Estados Unidos
Papeles familiares	0.99	Marguerite	Yourcenar	Yourcenar, Marguerite	Belgium	Romanticism	1903.0	1987.0	Constantino Cavafis,Federico García Lorca,Gustave Flaubert,Henry James,Jorge Luis Borges,Julio Cortázar,Maurice Maeterlinck,Rainer Maria Rilke,Virginia Woolf,Yukio Mishima	Candidatos al Premio Nobel de Literatura,Comendadores de la Legión de Honor,Ensayistas de Francia del siglo XX,Escritoras de Estados Unidos,Escritoras de Francia,Escritoras lesbianas,Escritores bisexuales,Escritores de Estados Unidos del siglo XX,Escritores en francés,Escritores en francés del siglo XX,Estadounidenses con doble nacionalidad,Fallecidos en 1973,Francesas del siglo XX,Franco-estadounidenses,Graduados honorarios del Smith College,Gran Premio de literatura de la Academia Francesa,Marguerite Yourcenar,Miembros de la Academia Estadounidense de las Artes y las Letras,Miembros de la Academia Francesa,Mujeres,Mujeres ensayistas,Mujeres novelistas de Francia,Nacidos en 1903,Nacionalizados de Estados Unidos,Novelistas de Estados Unidos,Novelistas de Francia del siglo XX,Oficiales de la Orden Nacional del Mérito,Personas LGBT de Bélgica,Personas LGBT de Francia,Personas de Bruselas,Premio Erasmus,Premio de literatura Príncipe Pedro,Profesores del Sarah Lawrence College,Real Academia de Lengua y Literatura Francesas de Bélgica,Traductoras de Francia,Traductores al francés,Traductores de Francia del siglo XX
La mano	1.135	Ramón	Gómez de la Serna	Gómez de la Serna, Ramón	Unknown	Romanticism	1888.0	1963.0	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núnez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	Alumnado de las Escuelas Pías,Biógrafos de Espana del siglo XX,Ensayistas de Argentina,Ensayistas de Espana del siglo XX,Escritores costumbristas de Espana,Escritores de Argentina del siglo XX,Escritores de Espana del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en espanol del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de Espana del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrilenos,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de Espana del siglo XX,Periodistas de Espana del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo
Por escrito gallina una	0.44	Julio	Cortázar	Cortázar, Julio	Argentina	Romanticism	1914.0	1984.0	Adolfo Bioy Casares,Alejandra Pizarnik,Antonin Artaud,Carlos Fuentes,Cristina Peri Rossi,Daniel Defoe,Edgar Allan Poe,Ernesto Cardenal,Gabriel García Márquez,Heberto Padilla,Jean-Paul Sartre,Jean Cocteau,John Keats,Jorge Luis Borges,José Lezama Lima,Juan Carlos Onetti,Julio Verne,Luis Cernuda,Marguerite Yourcenar,Octavio Paz,Pablo Neruda,Pedro Salinas,Ramón Gómez de la Serna,Victor Hugo,Victoria Ocampo	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Argentinos fallecidos en el exterior,Argentinos nacidos en el exterior,Artistas e intelectuales prohibidos por el Proceso de Reorganización Nacional,Ateos de Argentina,Ateos de Francia,Candidatos al Premio Nobel de Literatura,Cuentistas de Argentina,Cuentistas de Francia del siglo XX,Escritores de Argentina del siglo XX,Escritores de Francia del siglo XX,Escritores de París,Escritores de literatura fantástica de Argentina,Escritores de terror de Argentina,Escritores de terror de Francia,Escritores en espanol del siglo XX,Escritores en francés de Argentina,Expatriados argentinos en Francia,Fallecidos en 1984,Fallecidos en París,Hombres,Julio Cortázar,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1914,Nacionalizados de Francia,Novelistas de Argentina,Novelistas de Francia del siglo XX,Personas con doble nacionalidad,Personas de Banfield,Personas de Bruselas,Poetas de Argentina del siglo XX,Políglotas de Argentina,Premio Konex,Premio Konex de Honor,Sepultados en el cementerio de Montparnasse,Traductores de Argentina,Traductores de Edgar Allan Poe,Traductores de Francia del siglo XX,Traductores del francés al espanol,Traductores del inglés al espanol
El sueno de la mosca horripilante	0.785	Unknown	Anónimo	Anónimo	China	Unknown	0.0	0.0	Unknown	Unknown
Vida nueva	6.85	Emilia	Pardo Bazán	Pardo Bazán, Emilia	Unknown	Romanticism	1851.0	1921.0	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibánez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	Académicos numerarios de la Real Academia Gallega,Aliadófilos en Espana durante la Primera Guerra Mundial,Antidarwinismo en Espana,Antisemitismo en Espana,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de Espana,Creacionistas,Críticos de teatro de Espana,Críticos literarios de Espana del siglo XIX,Críticos literarios de Espana del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de Espana,Escritoras feministas de Espana,Escritores católicos de Espana,Escritores costumbristas de Espana,Escritores de Espana del Realismo,Escritores de Espana del siglo XIX,Escritores de Espana del siglo XX,Escritores de la provincia de La Coruna,Escritores en espanol,Escritores sobre el carlismo,Espanolas del siglo XIX,Espanolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de Espana,Historia de las mujeres en Espana,Literatos carlistas,Mujeres,Mujeres novelistas de Espana,Nacidos en 1851,Nacidos en La Coruna,Novelistas de Espana del siglo XIX,Novelistas de Espana del siglo XX,Novelistas de Galicia,Racismo en Espana,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José
Capitán del 3º de Lanceros de la Guardia Imperial	0.825	Álvaro	Mutis	Mutis, Álvaro	Colombia	Unknown	1923.0	2013.0	Carlos Fuentes,Eduardo Carranza,Octavio Paz	Emigrantes colombianos hacia México,Escritores en espanol,Fallecidos en 2013,Fallecidos en Ciudad de México,Familia Mutis,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Cervantes,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Nacidos en 1923,Nacidos en Bogotá,Novelistas de Colombia,Orden del Águila Azteca,Poetas de Colombia,Premio Xavier Villaurrutia
La senal	5.36	Inés	Arredondo	Arredondo, Inés	Mexico	Unknown	1928.0	1989.0	Amparo Dávila,Elena Garro,Jaime Sabines,Juan José Arreola,Juan Rulfo,Rosario Castellanos,Rubén Bonifaz Nuno,Tomás Segovia	Fallecidos en 1989,Inés Arredondo,Mujeres,Nacidos en 1928
Exilio	1.28	Carlos María	Gutiérrez	Gutiérrez, Carlos María	Uruguay	Journalism	1926.0	1991.0	Cintio Vitier,Ernesto Cardenal,Gabriel García Márquez,Idea Vilarino,Jorge Luis Borges,Mario Benedetti,Rodolfo Walsh,Roque Dalton	Caricaturistas de Uruguay,Críticos de cine de Uruguay,Cuentistas de Uruguay,Escritores en espanol del siglo XX,Exiliados uruguayos,Fallecidos en 2001,Fallecidos en Montevideo,Hombres,Nacidos en 1926,Periodistas de Uruguay,Poetas de Uruguay,Premio Casa de las Américas,Prisioneros políticos de Uruguay
El filósofo y el remendón	0.605	Gibrán Jalil	Gibrán	Gibrán, Gibrán Jalil	Lebanon	Romanticism	1883.0	1931.0	William Blake	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán
El prisionero	1.955	Carlos	Martínez Moreno	Martínez Moreno, Carlos	Uruguay	Journalism	1917.0	1986.0	Arturo Uslar Pietri,Octavio Paz	Abogados de Uruguay,Cuentistas de Uruguay,Ensayistas de Uruguay,Escritores de Uruguay,Escritores en espanol del siglo XX,Fallecidos en 1986,Fallecidos en Ciudad de México,Generación del 45,Hombres,Nacidos en 1917,Nacidos en Colonia del Sacramento,Novelistas de Uruguay,Periodistas de Uruguay
La reseda del párroco	2.355	Anatole	Francia	France, Anatole	France	Unknown	1844.0	1924.0	Carlos Fuentes,Jacinto Benavente,Émile Zola	Caso Dreyfus,Escritores con seudónimo,Escritores de París,Escritores de literatura fantástica de Francia,Escritores de novelas históricas de Francia,Escritores en francés del siglo XIX,Escritores en francés del siglo XX,Fallecidos en 1924,Fallecidos en Centro-Valle de Loira,Franceses laureados con el Premio Nobel de Literatura,Hombres,Index Librorum Prohibitorum,Laureados con el Premio Nobel 1921,Laureados con el Premio Nobel de Literatura por idioma francés,Miembros de la Academia Francesa,Nacidos en 1844,Nacidos en París,Novelistas de Francia del siglo XIX,Novelistas de Francia del siglo XX,Personas de la Tercera República Francesa,Poetas de Francia del siglo XIX,Poetas de Francia del siglo XX,Satíricos de Francia
Tres regalos	1.085	Gibrán Jalil	Gibrán	Gibrán, Gibrán Jalil	Lebanon	Romanticism	1883.0	1931.0	William Blake	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán
La encina y la cana	0.29	Unknown	Esopo	Esopo	Greece	Unknown	-600.0	0.0	Unknown	Unknown
Manana difunta	2.4	Ciro	Alegría	Alegría, Ciro	Peru	Romanticism	1909.0	1967.0	César Vallejo,Gabriela Mistral,Jorge Luis Borges,José María Arguedas,José Santos Chocano,Julio Ramón Ribeyro,Manuel Scorza,Ricardo Palma,Stefan Zweig	Alegría (familia),Alumnado de la Universidad Nacional de Trujillo,Alumnado del Colegio Nacional San Juan (Trujillo),Diputados de Perú 1963-1968,Diputados por Lima,Educadores de Perú,Escritores de Perú,Escritores en espanol del siglo XX,Fallecidos en 1967,Fallecidos por infarto agudo de miocardio,Grupo Norte (Trujillo),Hombres,Huamachuquinos,Indigenistas de Perú,Miembros de Acción Popular,Miembros del Partido Aprista Peruano,Nacidos en 1908,Novelistas de Perú,Periodistas de Perú,Prisioneros de Perú,Sepultados en el Cementerio Presbítero Maestro
Los invisibles caballeros japoneses	6.58	Graham	Greene	Greene, Graham	England	Unknown	1904.0	1991.0	Evelyn Waugh,Robert Louis Stevenson	Afectados por enfermedades del espectro bipolar,Alumnado del Balliol College (Oxford),Candidatos al Premio Nobel de Literatura,Católicos del Reino Unido,Comunistas de Reino Unido,Conversos al catolicismo desde el ateísmo o agnosticismo,Cuentistas del Reino Unido del siglo XX,Dramaturgos de Inglaterra del siglo XX,Ensayistas del Reino Unido del siglo XX,Escritores de Inglaterra del siglo XX,Escritores de género policiaco,Escritores de literatura infantil del Reino Unido,Escritores sobre viajes del siglo XX,Espías de la Segunda Guerra Mundial,Espías del Reino Unido,Fallecidos en 1991,Fallecidos en Vevey,Fallecidos por cáncer en Suiza,Fallecidos por leucemia,Ganadores del Premio Edgar Grand Master,Graham Greene,Guionistas de cine del Reino Unido,Hombres,Miembros de la Orden del Mérito,Nacidos en 1904,Nacidos en el Este de Inglaterra,Periodistas del Reino Unido,Premio Hawthornden
